MOF,O2,N2,CO2,CH4,H2,He
AZIVAI_clean,9802849.273762416,8724581.339254638,6434129.127643907,,,
AZIXUD_clean,2042348.094465363,1584765.9719383742,1515204.3033721398,766351.9589924201,,15112221.590142583
BABREE_clean,4466250.883299364,3674315.1830417165,2312186.225558419,1896663.3971041332,,29014410.75741302
BACGAQ_clean,,,,,1952850.9983693545,
BACMOH10_clean,1263507.5896792642,1107371.5335625506,723241.0800559177,32215.776705028333,,5415085.837739333
BACMOH_clean,1746104.4743398298,1700815.9278497668,961239.2406693004,235027.43358228586,,9773232.86068798
BADHIA_clean,,812168.0190861629,,,2433339.959184827,2230921.3928457587
BADHOG_clean,,,,,3252251.8667024593,
BADHUM01_clean,136325.79798104017,29208.727865030065,287121.0844773113,,,41350.56577518003
BADHUM_clean,,,,,3374458.1228590775,
BADJAU_clean,811396.1163283043,112181.59843751279,262478.92438968166,2919.251685299737,,116973.63883687273
BAEDTA01_clean,1037970.269805035,1056049.0782647727,859336.1555826903,500215.3767069536,,6056466.37773566
BAFCAP_clean,610446.29490023,267883.2319199302,,,,2595087.6003181217
BAFHAU_clean,2911851.359154449,2545663.3710683,1747409.591049511,,,
BAHGUN04_clean,,,,,7070729.09244997,
BAKFAV_clean,1935119.560675971,1303394.9280511881,1316092.6130250746,541476.4164958097,,19138290.223232765
BAKGAX_clean,,,,,8790193.003096106,
BAKGIF_manual,2561761.392048635,2200645.3926341753,1893847.1281254927,1088348.2098038686,,20190514.036913447
BAKJEE_clean,,4051487.069882094,3108206.177191504,,,
BAKJII_clean,4298937.986180258,3356348.228962122,3014403.7432114175,2009551.7207673765,,20769597.590133287
BAKJOO_clean,3972710.0224573505,3007949.274303752,2589895.6534405975,1666877.38439387,,28724490.265605718
BAKYIY_clean,1384808.4210151029,1000688.7751217615,1162413.4307708193,,,10177870.802761437
BAKYOE_clean,3424678.944014846,2863070.4656530633,2808217.863144207,1531758.9791054712,,23124901.840463538
BALMUW01_clean,,,,,6577374.476329003,
BALMUW_clean,,,,,1462188.465799502,
BALPAH_clean,653533.9177761199,205963.25578775717,227133.91195957072,66517.12231180399,3414641.2524914034,2869271.8038458256
BALPEL_clean,631091.4928165133,206501.23035764685,263360.3089080665,46693.97885019603,3436012.187132445,2107510.994347532
BALPIP_clean,846179.8515608568,244855.20295734913,285161.87762003654,119351.79486732748,4892838.194747351,3246519.710925326
BAMKIM_clean,1789149.7225284646,1626344.344004171,1185933.1910391587,,,15177083.002006792
BAMKOS_clean,1676284.3293741217,1375135.3165795412,1203739.3183037888,,,12680788.897635987
BAPDAA_clean,11894309.827879317,11949132.699185977,5716800.049865264,,,67676855.26379879
BAQWEY_clean,,,,,9247574.572855722,
BAQWIC_clean,3588638.151234658,3544269.3334442046,2694390.8936790666,1634992.2732603617,,23151141.364946615
BAQWOI_clean,586983.9236299476,370170.2099644079,262383.57595647685,79902.36448837175,,3580527.1926328703
BARZAW_clean,268219.48270113114,120547.04306504333,112569.15503432402,37991.58826008412,,2076129.2276323186
BARZIE_clean,364134.88284886605,246089.83392257034,200264.16606898108,49948.905657143085,,2768459.3575369045
BARZOK_clean,350456.72306137485,233083.1021428721,211250.9430637249,48471.69015919009,,2583213.993577217
BARZUR_clean,1609889.3176450932,1102323.4086706268,975405.8970749011,,,10071528.648027921
BAWROI_clean,8599655.837377561,7849412.109931618,989703.2645350973,3294691.346230667,63900295.318839595,63309370.80339725
BAXFIR01_clean,1068037.7667611046,469416.6502369426,322805.68700157787,21952.59097975306,,2311553.45077606
BAXFIR02_clean,2708527.2154346537,1551092.5344468495,837390.3841350287,89287.73202659261,,7986751.2467586
BAXFUD_clean,2005727.8808746068,828149.7960759917,554303.834693355,76860.54724607042,,6864660.935286746
BAXGAK_clean,2172036.7565079597,1430700.6061494155,558130.7169457402,88423.55326233408,,5894683.746436223
BAXREY_clean,361983.8022360579,246069.57162782166,156462.73951651674,37048.0532529766,,2610163.411963267
BAXSIE_clean,2069440.146245925,1645953.7555693376,1716620.1807040023,,,14545437.387847684
BAZDAJ_clean,,369560.9321714486,377910.97267505515,,,4899737.151074723
BAZFUF01_clean,1877957.6525917011,1286351.704344401,626071.9063764003,,,
BAZFUF_clean,,1469541.7830213874,624390.1592867966,,,
BAZGAM_clean,1961395.987692175,1206919.4205538451,704546.3639456647,207153.7385744136,,14238602.193383247
BAZGEQ_clean,11046577.297408074,8700092.905119065,725539.6097008175,1245513.8756171018,73046539.03194496,64033944.058015265
BEFGEA_manual,5219648.473495829,4673541.879847241,3134376.45961327,,,
BEFKUU_clean,2574468.1720244987,1441692.8290300353,1299939.7643641967,498983.5417994233,,28968264.54910163
BEFLAB01_clean,1678076.2815878005,819613.723579468,805460.8529576682,369679.8502091885,,20620274.022683837
BEFLEF_clean,3036932.51479255,1980814.2144874635,1878764.3327806182,618579.2225371072,,29730889.728686437
BEFLIJ_clean,,,,,23274831.056461025,
BEFLUV_clean,2108578.013868434,1299633.9578308652,1190475.152318395,607923.444558172,,24412878.737396702
BEFMAC_clean,2170675.969046095,1296060.3975377465,1178194.3485752214,427497.89879295556,,27785399.0699796
BEFMOQ_clean,,,,,12192059.304953596,
BEFMUW_clean,,,,,,13665138.514980022
BEFNIL_clean,2171587.2768086367,1300195.663105081,1474710.5959549302,678901.4391703821,,16330994.033026103
BEFNOR_clean,1709237.532063791,1016654.7393014698,938769.8025127369,265698.0043150696,,19684818.97190471
BEFNUX_clean,,,,,17387270.520395566,
BEFPAF_clean,1905237.004957101,1122884.9078663345,,383944.09707663377,,16500274.745079147
BEGBOG_clean,3796836.151468999,812769.4836654143,809883.5298414137,162608.61079450985,,4691281.345988993
BEGDEY_clean,2384325.432573507,1935953.7839867629,1630591.9133321191,261199.1109569449,,10077009.315201538
BEJZAS_clean,,,,316390.9944407634,,15666678.155412978
BEKYOG_clean,,,,,9757852.259342488,
BELJIL_clean,918020.3205677446,933510.5020906292,971092.9127730496,417795.0731782533,,6844811.187357507
BELVEV_charged,3623955.9023709754,3106555.232208698,2719577.750608271,1337637.3448899677,,28372974.106950287
BELYIC_clean,,2012834.6728947372,756020.8912520125,,,
BENXUP_clean,2191788.5439169933,1212032.8436374548,,148152.45260133402,,9456048.885752678
BENZOL_clean,2260169.5774228144,771375.5205507266,844423.8816444041,310004.28759196226,,19582259.135478795
BENZUR_clean,1683410.471502461,541053.1165216429,708415.966151637,213040.36694329028,,16214250.249823924
BEPBAB_clean,2909445.261372184,1261026.4918604775,1325494.3464881661,479116.48698906426,,18947202.423579484
BEPLUF_clean,1982626.377514783,1989851.2411787575,1211555.768841158,,,
BEPMAM_clean,2018199.9640461795,2074114.1285402956,1150703.8545174892,,,
BEPMIU_clean,1769213.2254607307,1700601.3039001483,1070531.0894328442,,,
BEPNER_clean,155278.70367634422,11296.619426894711,,,,
BEPNIV_clean,1851391.6257257338,1934874.0716930493,1079063.1038286982,,,
BEPNOB_clean,2007112.8282650842,2031953.650754436,1154419.2733060718,,,
BEPNUH_clean,1946919.75410612,2327079.5754131745,1488955.5740879094,,,
BEPPAP_clean,1833237.766572253,1759770.5697732086,1052154.6618556667,,,
BEPPIX_clean,1409801.0057765862,1495179.982540174,1037507.4091984158,,,10873132.557969408
BEPPOD_clean,2056848.445494865,1980890.1749738057,1350806.7159627506,,,
BEPREV01_clean,,3260109.4765545684,2493592.6721779685,,,
BEPRIZ_clean,5208626.239063598,4158712.7627347866,3364328.76031639,2610213.236998796,,27825261.57487115
BEPROF_clean,5501200.167504577,4683695.784782667,3856594.242763415,,,
BEPVAV_clean,839543.5655211055,560421.4573635736,,49494.20198376794,,5566834.526132547
BEPVEZ_clean,1062981.1557923702,751741.6751823361,815615.6663498202,227191.3311015485,,5431878.397169945
BEPVID_clean,663184.0374691745,419369.7609293387,403564.6036346387,109040.96350712518,,3529021.2578758462
BEPVOJ01_clean,872909.3858591515,561604.8034080568,506591.9863791128,97969.41931433881,,5171028.216841386
BEPVOJ_clean,565171.9768380006,326165.44966139324,343929.1664051232,55923.11671994794,,3674950.554738546
BERFIP_clean,938747.4482923148,686720.5310396953,511692.94554899534,85272.81094881322,,5030436.37241657
BETGAK_clean,7707707.485749066,4138273.8836500878,3454692.9083755678,,,41918742.61814903
BETGEO_clean,1129656.9761657466,1080564.721434857,823625.1386220925,533320.8350376865,,9571022.974353055
BETGIS_clean,719123.6767317979,644416.1185193608,,236231.27997220875,5424311.709069678,5531883.536499589
BETGOY_clean,3492482.9135041074,3504323.904562553,2801201.644601037,1863366.477324227,,27968379.89917426
BETGUE_clean,,3092918.612188481,2017392.3938895573,,,
BETHEP_clean,2511179.261457651,2481486.1754928995,,2101353.29468438,22284192.994401272,16615678.069791276
BETHIT_clean,4838975.385497219,5263784.526648792,1509119.3724731822,,,
BETZOR_clean,1491818.825706832,1163472.887586798,1150291.4852886954,,,
BEVQID_clean,1605605.3705646654,611364.8330222998,965350.959678928,160654.71086951302,,4641915.85052992
BEVRAW_clean,308932.94375979726,298217.8413622439,217917.3504084907,182896.59577225873,,284600.56911813107
BEWCUD_clean,10839087.19940756,8517464.610948218,2728276.713361789,4914796.3826184,,54196988.52211879
BEWVEG_clean,2603797.139679901,2396807.2944875597,1999920.2227406178,773058.9539935462,,25558205.1877436
BEWVOQ_clean,,17353197.73020695,1601752.714728654,,,
BEXPAX_clean,10473809.392094517,8083061.484950561,5634417.952005684,,,
BEXQIF_clean,1976946.1869741578,1974814.5665904507,1274448.7320769809,,,
BEXQOL_clean,2208165.1536517926,2263250.1663883147,1353090.1188911928,,,
BEXQUR_clean,2060627.0932523864,2150160.9148613745,1331779.4822302384,,,
BEXRAY_clean,2065571.3631332398,1794258.9422908952,1283229.3481344332,,,
BEXREC_clean,1933123.2432747525,1867597.5484183633,1198783.5571026676,,,
BEXRIG_clean,1915055.8212202583,1679170.0821864186,1201582.840480439,,,
BEXRUT_clean,1740150.1019164848,1404460.9466229875,1261865.5979077565,,,
BEXSAA_clean,,1719135.4074067906,1609475.161559507,,,
BEXSEE_clean,1782645.1379991951,1273046.2345940592,1015891.3324221297,,,
BEXSII_clean,3232361.519470835,2495973.600951426,2051195.3742767766,1354216.4490709598,,21542114.290810276
BEXTUV_clean,2908398.1679055467,1659644.2560285411,1729407.9307642302,208959.6318322006,,7910805.5873100255
BEXVAD01_clean,5728470.274764245,4755383.299303455,3302203.931260579,604018.127065437,,22613312.6744905
BEXVAD_clean,3157705.5661889417,2149089.7378340387,1809162.410902803,222273.88937410287,,9022982.935525397
BEXVEH_clean,8216493.340529862,7236125.717337988,5843505.957930578,4145597.4013011516,,45480158.27697553
BEXVIL_clean,,10735220.22277103,2289478.1453181165,,,
BEYSEF_clean,1323896.8317408743,1019119.4655571996,897117.8696998063,,,7877088.417983878
BEZDUH_clean,2125371.3804632695,1181655.7341356685,661908.8665231607,270035.2308609643,,12187811.191701878
BIBBUL_clean,300211.17882487405,48096.92226425576,164562.18630254228,2689.924547447925,,170604.58824210972
BIBMAC_clean,710862.7228609566,257677.6104105378,,83036.07606975149,,4372837.915942427
BIBMEG_clean,,,,,,7402609.385474967
BIBXIV_clean,3066375.0345329666,2320934.752405237,1542425.819804856,1010932.9056555213,21593126.98612713,16354512.530188609
BIBXOB_clean,2148194.5470141745,2560797.0589266084,643518.0952096713,925644.8000100784,,73875855.27106205
BIBXUH_clean,5210025.983432451,4739191.771416427,,2344676.1641060035,,47282994.505358286
BICPOT_clean,5136221.457270902,3962427.6617727457,4455363.082117911,2010682.573774251,,33856910.69808886
BIDPOV_clean,6794475.363643057,6559793.263126317,4773435.871425524,,,46509667.00378087
BIFGOO_clean,1673530.0178943134,1736557.9525896308,1102454.749572464,800186.7254611714,,14796571.082339225
BIFKEI_clean,1580627.6621681475,1405799.2750577712,,499715.2218771248,,
BIHMUC_clean,847550.5817348085,438887.6633701372,411194.1977150711,50879.631737065545,,4117661.7850938416
BIHRER_clean,448291.61723804154,208536.49874123512,214663.22126790232,,,2715332.7086455366
BIJDUV_clean,1345976.9297414175,1147874.5702503666,945181.4572892414,,,10403390.460419562
BIJFAD_clean,957372.165445006,842106.2646936219,708387.7993675129,417863.54146722925,,
BIJJOV_clean,1318213.785205182,993870.1740370725,989271.7458369621,119498.30832157361,7265258.758963716,7514716.541954955
BIMDEF_clean,,1832158.2028274052,,,,17123183.80461469
BIMDIL_clean,,1110087.0745350267,,,,15106677.78950138
BINMIW_clean,3354969.3307251045,2779080.8128423975,2946999.483580296,1592809.3780133,,17468867.80463014
BINROH_clean,,,,,67079124.44475668,
BINRUN_clean,,,,,64095184.35227213,
BINSAU_clean,4869646.760880399,4965824.853996655,1216282.62810917,2381165.309933946,59407650.87992951,54183640.12446784
BIPBAF_clean,8556146.297575388,7554646.831546343,5616979.346492076,4458125.439174079,,47701411.99760823
BIPKIW_clean,439627.9021015255,234235.81530391294,211559.04200737708,,,2064993.34781706
BIPSUQ_clean,10164067.535541411,9838238.482514895,863183.972750562,,,
BIQHEQ_clean,911834.9861428855,540393.0710040578,484919.09008530783,106753.11673088015,,6893127.885362028
BIQRIE_clean,1645360.358638655,1027251.8610521912,1112234.4266074803,206523.3957768762,,14200111.944608945
BIRGIU_clean,1154299.735486801,859507.5784601527,779245.5322336106,347200.6800864957,7225250.146531941,7321258.703499342
BIRLIZ_clean,679744.5525456573,266110.5449614072,318684.9985579963,49490.17836690468,,3850552.9968004785
BIRMUM_clean,338965.5594766515,263492.13659875817,247543.22706749226,110046.9865175872,,2405096.3394176317
BIRSEC_clean,1851143.379262057,1703415.308504149,1627451.7209969405,869699.9116328636,,11839096.191947829
BIRSIG_clean,1874726.5468962889,1428307.532150854,1565585.9320421342,722217.4007377411,,13026702.468476875
BIWSIK_ion_b,,,,,30587115.473404586,
BIYSUZ_clean,1352541.6936725832,1052687.5991222325,786143.6188604735,661925.9013768592,,9005322.919093769
BIYTOU_clean,4405329.220518524,3366276.0149523206,2670451.3203596678,1630735.5620372896,,26972223.046665225
BOCTEU01_clean,2726926.7402368784,2014377.6548532052,567196.2717087962,260731.92102470313,,15985714.485475074
BOCTOE01_clean,2730637.9021602427,1514997.6023080912,489198.49318976625,405704.70027340413,,15570340.456757238
BOCTOE02_clean,2878162.88180921,1794417.2509036313,736103.0451801051,420812.10044454836,,13438324.811275857
BOCTOE03_clean,3079117.04331676,1969457.8610202314,807600.8295442621,441668.288231669,,10694144.782510327
BOCTOE04_clean,2846749.2509088954,1670747.1294370142,709786.7211408316,360861.76141539495,,8564700.911858
BOCTOE05_clean,1894510.7790530482,895089.2446949898,719945.4391354673,314342.1143481096,,3829575.7910584416
BOCTOE_clean,2423826.9489364624,1230837.084025885,517239.6341457808,242982.2708285241,,12151829.515874643
BODPAN_clean,4401396.360920391,3796696.8135954924,2552596.043271395,2111124.870375988,33445537.59393543,30714716.8519101
BOHGOU_clean,741817.2832417361,13231.874177845304,107509.94973827373,931.6006882320796,,12804.77901689441
BOHJOZ_auto,1238188.5529439312,649969.5205483531,642181.1804865552,166904.10317340773,5732259.829990578,5330869.41992641
BOHWOM_clean,3681266.88040276,3040642.6687079757,2627683.464872277,1597744.3448986558,,24668679.42110813
BOHXIH_clean,,,,,13199795.780738376,
BOJDAG_clean,1693254.3216639902,969061.9921515302,1101598.098796019,379811.9729355442,13102304.402738564,12141964.606095709
BOKQEZ_clean,5148705.364614462,3422110.009500599,3235811.2021528617,1574709.8787980534,,34228354.57831739
BOLPAU_clean,4147406.772298169,3327366.9251608574,2775792.061410475,1561257.9015105194,26247227.35699663,24407866.85563086
BOLZIN_clean,9392914.242572015,7438238.816966581,1056290.686782357,1541759.195037919,55729300.87804338,54525728.25512614
BOMCUB_charged,11.755482398220465,1383.08924159075,3531.7055781780778,465.32917566296993,,9418.007057810455
BONWIL_clean,1210420.6333581272,1046107.8621974066,415953.3731444616,9342.25061428163,,1125031.848099677
BOPHEV_clean,1304537.8606278915,713072.4721929645,755530.1681198542,142233.32962786115,,4413507.917605622
BOPHIZ_clean,3766432.0210234364,2871992.0266028424,2770701.4692203566,1193789.2688459104,,29176774.73070075
BOQYUD_clean,606625.1487605443,16376.055193631317,473606.88651662756,1705.0543733037962,164162.06187784142,103052.68460423523
BORBEQ_clean,491536.33774988976,246443.4432749378,241588.1995929535,75111.85341898446,,1854808.929762731
BOSHIC_clean,2389016.6988854394,1803499.6885677858,,,15237852.356549038,14513469.421001794
BOVHEB_clean,1848730.1178206713,1160814.3369202814,1048954.236168267,,,
BOWDIC_clean,1376430.82729432,993636.4060207171,1042894.9945095862,,,9291448.82810109
BOWNUY_clean,,3760384.1183785982,,,,
BOWQAG_SL,43945.34764985475,454.9481962830761,10098.500033460567,22.765814017106948,,1756.5638633152373
BOWRAH_clean,4108089.0487698196,3147918.7809764715,2903311.2836030945,1404681.7850040097,,22000202.923393432
BOWSOW_clean,5523942.479472493,5063924.906704262,4859235.287219644,3021574.157388352,,27444469.153649587
BOWSUC_clean,,,,,25795966.66165229,
BOWZUK_clean,2119989.7084216033,1810415.4968148938,1727032.410756776,,,
BOXYIY_clean,1194047.2896336035,641625.2403411769,602470.7616926262,303059.4614762018,,8509758.625035461
BOYCEY_auto,8616553.37492534,6673053.979058813,4137695.274194695,,,51299601.42085048
BOYTEQ_clean,987262.9043673344,646758.7043167556,736192.8032834873,,,3998944.895384173
